seq_id,salt_mM,salt_M,Rg,Rg_err,Ree,Ree_err,nu,nu_err,nu_reliable,Ree_Rg_sq,nu_masked
idr_0145,50,0.05,4.619837722037316,0.0620052391174893,11.164256446552276,0.2168226504699423,0.5593703340286665,0.0011591962925434,True,5.839910163527721,0.5593703340286665
idr_0145,100,0.1,4.348711132046508,0.0602207881704279,10.36230844449997,0.2706814534137671,0.5395184744870462,0.0004868380810362,True,5.677954531879716,0.5395184744870462
idr_0145,150,0.15,4.088969722525299,0.0656677048009454,9.35401035223007,0.2201289400260656,0.4977164632829758,0.0011358430381592,True,5.2332068707103545,0.4977164632829758
idr_0145,300,0.3,4.16851871925936,0.0843315408976107,9.647315341472623,0.3057684346703506,0.5176667965954839,0.0008585049635573,True,5.356109373526776,0.5176667965954839
idr_0145,500,0.5,3.933400104352549,0.0610170271050726,9.000136833572387,0.228158769856871,0.4882046519251468,0.0009449130538959,True,5.235545938949112,0.4882046519251468
idr_0146,50,0.05,5.989218518307254,0.0758922281376913,14.681917276382446,0.3331254277729385,0.5930793409648301,0.0028003918686627,True,6.009318574545169,0.5930793409648301
idr_0146,100,0.1,5.412787517180126,0.074668303548854,12.934411692619324,0.3252696507509233,0.5511703891057476,0.0026278995839701,True,5.71020108772165,0.5511703891057476
idr_0146,150,0.15,5.157028299182966,0.0691252445907577,12.340078041934966,0.2879537636217429,0.5467323251048238,0.001581764169018,True,5.725808031546591,0.5467323251048238
idr_0146,300,0.3,4.805178521584597,0.0993905693450809,11.569538186454777,0.2871912588935064,0.5415396293035983,0.000826872007008,True,5.797129384250296,0.5415396293035983
idr_0146,500,0.5,4.40574399781178,0.0786180519567207,10.105377462100984,0.272109890878471,0.5024825850784105,0.0009723701231981,True,5.260978947295194,0.5024825850784105
idr_0147,50,0.05,3.655929550136686,0.0552227695958822,8.71925726222992,0.2114650729644238,0.4817429704201564,0.0026012802450515,True,5.688049234892124,0.4817429704201564
idr_0147,100,0.1,3.701099244975431,0.0521308627782469,8.665399170112611,0.1871715567157562,0.4869740238375949,0.0014537309109512,True,5.481705310422537,0.4869740238375949
